Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code,Cuisine
PGBHteqfNcTqesQFKqqdsg,China New Star,2212 Flatbush Ave,"{'latitude': 40.615961, 'longitude': -73.929765}",136,3.5,11234,chinese
chinese,,,,,,,
7hh2eP4HVkyjtpcqeITk3Q,Ollie's Noodle Shop & Grille,2705 Broadway,"{'latitude': 40.79942, 'longitude': -73.96868}",172,3,10025,chinese
chinese,,,,,,,
-2FAuHbWsc_rxuSaeYAhCw,Green Garden Village,216 Grand St,"{'latitude': 40.7190136, 'longitude': -73.9959638}",58,4.5,10013,chinese
chinese,,,,,,,
gQ6DNeLNWQV-zwWyuFeBpg,No. 1 Chinese Restaurant,10 S William St,"{'latitude': 40.7046671846472, 'longitude': -74.0105490435282}",159,3,10004,chinese
chinese,,,,,,,
MzA6gitJKqfW4VrdS7AiQw,PACIFIC MOON,59-02 Broadway,"{'latitude': 40.75119, 'longitude': -73.90269}",90,4,11377,chinese
chinese,,,,,,,
OWALknbRruLyO8KFPATf_Q,New Jin Shing,1794 Broadway,"{'latitude': 40.682073, 'longitude': -73.909389}",34,4,11207,chinese
chinese,,,,,,,
EFihj7vsRRXiF5la-UURyw,Hop Kee,21 Mott St,"{'latitude': 40.714458, 'longitude': -73.998889}",795,3.5,10013,chinese
chinese,,,,,,,
KSleHGTG1yL1E7OEFFPoNQ,LaoMa Spicy,58 E 8th St,"{'latitude': 40.73089, 'longitude': -73.99343}",168,4,10003,chinese
chinese,,,,,,,
KBZQN540Xz6LbXLRVOMc0w,Hunan Delight,1467 York Ave,"{'latitude': 40.770678, 'longitude': -73.951296}",187,3.5,10075,chinese
chinese,,,,,,,
croh2zWlbPyCQTNS11klcg,China River 川聚院,258 W 44th St,"{'latitude': 40.7581711239604, 'longitude': -73.9883149042726}",204,4,10036,chinese
chinese,,,,,,,
nI1UYDCYUTt23TpGxqnLKg,Buddakan,75 9th Ave,"{'latitude': 40.7422762672197, 'longitude': -74.0048000961542}",4022,4,10011,chinese
chinese,,,,,,,
w0pDi_iMZd5MqYQ7t5q1dQ,Christopher's Golden Woks,159 Christopher St,"{'latitude': 40.73284, 'longitude': -74.00836}",59,3.5,10014,chinese
chinese,,,,,,,
IgTNgGE0qvTjkmCUzrNwtQ,Michael & Ping's Modern Chinese Take-Out,437 3rd Ave,"{'latitude': 40.672501, 'longitude': -73.990177}",260,3.5,11215,chinese
chinese,,,,,,,
95bPhynOQ4bHoUqJJv6UEQ,Crop Circle,126 MacDougal St,"{'latitude': 40.73003, 'longitude': -74.00034}",46,4.5,10012,chinese
chinese,,,,,,,
AJKcsxpc9IthvhdEnfqogg,Good Chinese Restaurant,663 Knickerbocker Ave,"{'latitude': 40.6951122106303, 'longitude': -73.9116479761463}",158,4,11221,chinese
chinese,,,,,,,
rYw5rQbWRX9buZHZbxqWdA,Congee Village,100 Allen St,"{'latitude': 40.7187, 'longitude': -73.99031}",1601,3.5,10002,chinese
chinese,,,,,,,
SMrj71bWo1lomSbU8wXgyw,The Dolar Shop,55 3rd Ave,"{'latitude': 40.731032, 'longitude': -73.988569}",2,5,10003,chinese
chinese,,,,,,,
Qgv2vyUV-DwK8YwrhU-jtw,Lan Sheng Restaurant,128 W 36th St,"{'latitude': 40.7517141867087, 'longitude': -73.9883603449123}",166,4,10018,chinese
chinese,,,,,,,
gJXNSJ9VXTuCFmp_Kl9TVQ,Shanghai,1388 2nd Ave,"{'latitude': 40.768291, 'longitude': -73.958381}",106,4,10021,chinese
chinese,,,,,,,
WVsPyl-DGRu0O_rQYdIMVQ,The Best Sichuan,47 W 39th St,"{'latitude': 40.75266, 'longitude': -73.98459}",50,4,10018,chinese
chinese,,,,,,,
X4hEgOBOLTYFhlWO-gAFxQ,Tipsy Shanghai,228 Thompson St,"{'latitude': 40.72929, 'longitude': -73.99882}",209,4,10012,chinese
chinese,,,,,,,
l44CFBTejwL0ElKmkH7xQQ,Decoy,529 Hudson St,"{'latitude': 40.734196, 'longitude': -74.006519}",425,4,10014,chinese
chinese,,,,,,,
wurhcLKXD4YJ5XfTxpbE5Q,Grand Sichuan,229 9th Ave,"{'latitude': 40.747413, 'longitude': -74.001052}",456,3.5,10001,chinese
chinese,,,,,,,
RkcQl4uEJWblWf4xX8ssqQ,Wa Jeal Sichuan Chili House,1588 2nd Ave,"{'latitude': 40.77536, 'longitude': -73.95317}",411,3.5,10028,chinese
chinese,,,,,,,
I_Va7AZSHpEwX75S-3hHLQ,Noodle Fun,1744 1st Ave,"{'latitude': 40.7795333862305, 'longitude': -73.9470367431641}",150,4,10128,chinese
chinese,,,,,,,
3fBiB3slTfBpmf39vD7sJw,Jade Garden,4028 Broadway,"{'latitude': 40.841846, 'longitude': -73.938944}",88,3.5,10032,chinese
chinese,,,,,,,
hNLfVfnhexy7qegeYY6tkQ,Panda Chinese Restaurant,73-03 Yellowstone Blvd,"{'latitude': 40.717395, 'longitude': -73.8569718}",55,3.5,11375,chinese
chinese,,,,,,,
bDsXyYwzk4I9_7l51D_gaA,Cafe Evergreen,1367 1st Ave,"{'latitude': 40.76891, 'longitude': -73.9556}",181,3.5,10021,chinese
chinese,,,,,,,
Dqp5Itsj9dN0Ewz8Gm853g,Philippe Downtown,355 W 16th St,"{'latitude': 40.74213, 'longitude': -74.0038}",96,4,10011,chinese
chinese,,,,,,,
U5dCWjAxrvLLMH1ErpGfvw,A-jiao,1817 2nd Ave,"{'latitude': 40.783159, 'longitude': -73.948244}",133,3.5,10128,chinese
chinese,,,,,,,
iKW9zBGWfE9CM6MfK0UtjA,Fong On,81 Division St,"{'latitude': 40.71417, 'longitude': -73.9937}",133,4.5,10002,chinese
chinese,,,,,,,
VIur-OanRPkNvbo9rXRlEQ,East Wind Snack Shop,253 Smith St,"{'latitude': 40.683141, 'longitude': -73.992686}",30,4,11231,chinese
chinese,,,,,,,
#NAME?,Bites of Xi'an,84 E 10th St,"{'latitude': 40.730861, 'longitude': -73.989941}",9,5,10003,chinese
chinese,,,,,,,
QBhHq4eN7rtFzmDUciVL-Q,King Wok,222 Varick St,"{'latitude': 40.72904, 'longitude': -74.0050399}",141,3.5,10014,chinese
chinese,,,,,,,
G8X7pC73zCRUxRPo1ULnQA,King's Wok Kitchen,261 Troy Ave,"{'latitude': 40.6702712127592, 'longitude': -73.9362669759561}",4,4.5,11213,chinese
chinese,,,,,,,
nXh79laNQ7leN92F5Ore-Q,Forever Taste,27 Rutgers St,"{'latitude': 40.71294, 'longitude': -73.98979}",43,4,10002,chinese
chinese,,,,,,,
TbbpihlBxYidyE_O65Ajbw,Hay Hay Roasted,81 Mott St,"{'latitude': 40.71663080185816, 'longitude': -73.9981349}",6,4.5,10013,chinese
chinese,,,,,,,
nAcVK-Y1_ojsRF_04o-x-A,Yin Ji Chang Fen Rice Roll,91 Bayard St,"{'latitude': 40.71583, 'longitude': -73.999336}",226,4,10013,chinese
chinese,,,,,,,
GGRMY-twaqZf_NIAprBJkg,Junzi Kitchen,135 W 41st St,"{'latitude': 40.754886, 'longitude': -73.985688}",130,4,10036,chinese
chinese,,,,,,,
vWEKZVPIYFewfqCOkkvVIQ,Lin's Garden,652 Seneca Ave,"{'latitude': 40.7034531, 'longitude': -73.9090729}",49,3.5,11385,chinese
chinese,,,,,,,
VbFYau70iG_s6UNFwYtGVQ,Xu's Public House,15 Union Square W,"{'latitude': 40.73589, 'longitude': -73.9917}",107,4,10003,chinese
chinese,,,,,,,
cGSLzPA_SCWrN3cyT86Nhw,Dun Huang - Upper West,1268 Amsterdam Ave,"{'latitude': 40.81106, 'longitude': -73.95818}",80,3.5,10027,chinese
chinese,,,,,,,
xOL2SC34gdhKHSbyaDz9BA,Pearls,796 Amsterdam Ave,"{'latitude': 40.7958833, 'longitude': -73.9692167}",154,3,10025,chinese
chinese,,,,,,,
2lJbbTUnkfdUIaeii7mx4Q,The New People Kitchen,1505 Fulton St,"{'latitude': 40.68016, 'longitude': -73.94111}",20,3.5,11216,chinese
chinese,,,,,,,
pMgk7E6bCG5Aj2sLuowobw,Golden Chopstick,789 Franklin Ave,"{'latitude': 40.6718339, 'longitude': -73.957229}",74,3.5,11238,chinese
chinese,,,,,,,
oe8GEFE4QLFAKt87y7zcgA,Very Fresh Noodles,409 W 15th St,"{'latitude': 40.74207, 'longitude': -74.00565}",1026,4.5,10011,chinese
chinese,,,,,,,
DKGUSLiqNchBNatKoPM9QQ,Junzi Kitchen,2896 Broadway,"{'latitude': 40.8057641877461, 'longitude': -73.9652019005902}",192,4,10025,chinese
chinese,,,,,,,
cCHkQ5oISNafWnLoBpsagg,Yue Wong Restaurant,60 Bayard St,"{'latitude': 40.715546, 'longitude': -73.99774}",8,4.5,10013,chinese
chinese,,,,,,,
zubN8Ve-RyoljRZV4NRxEQ,Wo Hop,17 Mott St,"{'latitude': 40.7142239034582, 'longitude': -73.9988691693115}",1473,3.5,10013,chinese
chinese,,,,,,,
lmiwPS9tl3cyMDGDeVstqQ,New Apolo,508 Grand St,"{'latitude': 40.71078, 'longitude': -73.95076}",148,3.5,11211,chinese
chinese,,,,,,,
XoxEVVf5Ci8nibQ-Q4P0nQ,Chinese Musician Restaurant,151 Greenpoint Ave,"{'latitude': 40.73042, 'longitude': -73.9537321}",137,3,11222,chinese
chinese,,,,,,,
H1jops1lmuhrq9lP7lEGJQ,Flor De Mayo,484 Amsterdam Ave,"{'latitude': 40.78609, 'longitude': -73.97658}",1197,4,10024,chinese
chinese,,,,,,,
XjPfgkSP-RDEkq_ox8fE3A,King's Chef,4311 28th Ave,"{'latitude': 40.764358, 'longitude': -73.910705}",56,3.5,11103,chinese
chinese,,,,,,,
a52GUjv7jYD3Baa0Ltbytw,Golden Dragon Kitchen,394 Metropolitan Ave,"{'latitude': 40.7139499, 'longitude': -73.95519}",22,3.5,11211,chinese
chinese,,,,,,,
agCuWjaUJ8xBO_PDDQRiGw,S Wan Cafe 洋紫荆,85 Eldridge St Lower E,"{'latitude': 40.71725, 'longitude': -73.99254}",127,4.5,10002,chinese
chinese,,,,,,,
FFKUWNdzq1ObyGBDDLqckg,Xi'An Town,165 Bedford Ave,"{'latitude': 40.71841, 'longitude': -73.95694}",72,3.5,11211,chinese
chinese,,,,,,,
2J3--ZI6CcoYLWSYYVdt7Q,Milu,333 Park Ave S,"{'latitude': 40.741084, 'longitude': -73.985324}",44,4.5,10010,chinese
chinese,,,,,,,
3OT1deSiIYhrcXWJ1sD3wA,Shui Mei Cafe,67 E Broadway,"{'latitude': 40.7135318, 'longitude': -73.9948386}",42,4.5,10002,chinese
chinese,,,,,,,
XaEFFUabnbH8ZF7ccmSAlQ,South Of The Clouds,16 W 8th St,"{'latitude': 40.73264, 'longitude': -73.99752}",219,4,10011,chinese
chinese,,,,,,,
zZkplEhRoGcsDxPgXpxEdQ,New Hong Kong House,1222 Cortelyou Rd,"{'latitude': 40.64009, 'longitude': -73.96632}",21,3.5,11218,chinese
chinese,,,,,,,
OX2B4KARPKNTxC39wpcqDA,A & C Kitchen,136 Avenue C,"{'latitude': 40.72501, 'longitude': -73.978}",35,3.5,10009,chinese
chinese,,,,,,,
SMImQM_JfZkIZwflTgOAoQ,Yi Ji Shi Mo Noodle Corp,88 Elizabeth St,"{'latitude': 40.71824, 'longitude': -73.99583}",127,4.5,10013,chinese
chinese,,,,,,,
jwKPVep2qZYBUA6SLLQPvg,Legend 72,127 W 72nd St,"{'latitude': 40.77796, 'longitude': -73.9796901}",242,3.5,10023,chinese
chinese,,,,,,,
lgS9lE0Y9FhzT68zCj5QCw,Hunan Bistro,96 3rd Ave,"{'latitude': 40.73234, 'longitude': -73.9881}",219,3.5,10003,chinese
chinese,,,,,,,
QGldR7s9_qV_35iGtkcNyA,Asia Harbor,402 Church Ave,"{'latitude': 40.643948, 'longitude': -73.9763473}",108,4,11218,chinese
chinese,,,,,,,
R3UNnA8EbjhNWBHS0wJ0VA,Grand Sichuan Eastern,1049 2nd Ave,"{'latitude': 40.75831, 'longitude': -73.96636}",254,3.5,10022,chinese
chinese,,,,,,,
uaFHoq-a5XqxF-bsOK9_Qg,Real Kung Fu Little Steamed Buns Ramen,811 8th Ave,"{'latitude': 40.7616286634162, 'longitude': -73.9868181646996}",1018,3.5,10019,chinese
chinese,,,,,,,
2rSmA4IK51QAQj60YGvjnw,New Asian Cuisine,44-20 48th Ave,"{'latitude': 40.7393524, 'longitude': -73.9210213}",35,3.5,11377,chinese
chinese,,,,,,,
k8GFfCXO2FIIJIo0ICYSRA,Bao Bao Cafe,106 Greenwich St,"{'latitude': 40.70854, 'longitude': -74.01367}",199,4,10006,chinese
chinese,,,,,,,
5u4T6-Z-KhHrRZ9g54pugQ,Carol's Bun,139 E Broadway,"{'latitude': 40.7138317002555, 'longitude': -73.9914554524045}",39,4,10002,chinese
chinese,,,,,,,
9HD5HQiTkURkx5i7hL92EA,Spicy Moon West Village,68 W 3rd St,"{'latitude': 40.729318, 'longitude': -73.99832}",71,5,10012,chinese
chinese,,,,,,,
KEWIhmU2R2kZH3BtARkWlg,Nuan Xin Rice Roll,67A Eldridge St,"{'latitude': 40.71662, 'longitude': -73.99286}",18,4,10002,chinese
chinese,,,,,,,
1jAB_uaI8-P_wSqOo2S3KQ,Mazu Szechuan Cuisine,495 3rd Ave,"{'latitude': 40.745234, 'longitude': -73.97812}",21,5,10016,chinese
chinese,,,,,,,
2UmeXoBQ6zRNn0Zv_VcAjw,JiangNan 江南食府,133-42 39th Ave,"{'latitude': 40.759239, 'longitude': -73.83256}",78,4.5,11354,chinese
chinese,,,,,,,
ipv4lBvbfVzCnSahqrJckQ,Little Pepper,18-24 College Point Blvd,"{'latitude': 40.78245, 'longitude': -73.84618}",322,4,11356,chinese
chinese,,,,,,,
fLq5j4fkFmPD6I2tt6dSWQ,100% Mr. Lin,445 Albee Square W,"{'latitude': 40.69121, 'longitude': -73.98331}",20,3.5,11201,chinese
chinese,,,,,,,
kWJF8L1u5jdlkLBItUu16w,Bo Ky Restaurant,80 Bayard St,"{'latitude': 40.71579, 'longitude': -73.99867}",764,3.5,10013,chinese
chinese,,,,,,,
ApjmgPwYXgrb0JurjQZO4w,Fortune Cookie Chinese Kitchen,611 Manhattan Ave,"{'latitude': 40.72338, 'longitude': -73.9507}",46,3.5,11222,chinese
chinese,,,,,,,
wdGMVLUzocmnl2tST0lheg,YunShang Rice Noodle House,53 Bayard St,"{'latitude': 40.71525, 'longitude': -73.99765}",195,4,10013,chinese
chinese,,,,,,,
dpCSDy9uefOEcY44FHss2Q,Hyo Dong Gak,51 W 35th St,"{'latitude': 40.7501219, 'longitude': -73.9862269}",410,3.5,10001,chinese
chinese,,,,,,,
AlI7c_m9flexz49nzgam2g,Bo Hai Dumpling Town,217 E Broadway,"{'latitude': 40.714058, 'longitude': -73.987381}",6,5,10002,chinese
chinese,,,,,,,
3DmJv5rHFNyQykaUiXBOvA,Hop Lee Kitchen,992 Manhattan Ave,"{'latitude': 40.7329099, 'longitude': -73.95455}",43,3.5,11222,chinese
chinese,,,,,,,
AbfZkSRMtiHE3naWrN-0Eg,Fei Ma,79 Ave A,"{'latitude': 40.725114, 'longitude': -73.9845239}",52,3.5,10009,chinese
chinese,,,,,,,
S5VN-lFmTdI5VVQ0qFyfCQ,Fortune Place,286 Broadway,"{'latitude': 40.70849, 'longitude': -73.9585}",16,3.5,11211,chinese
chinese,,,,,,,
B7bxdtvLYR7Nmex4AIFd4w,RedFarm,2170 Broadway,"{'latitude': 40.782051, 'longitude': -73.980415}",623,3.5,10024,chinese
chinese,,,,,,,
E7q1Qf6380N_aMqz28EgNw,Duckedup,139 Ludlow St,"{'latitude': 40.7205, 'longitude': -73.98826}",4,4.5,10002,chinese
chinese,,,,,,,
IkOW8jcaFYOll4albHitLw,Lotus + Cleaver,28-17 Jackson Ave,"{'latitude': 40.748650977899594, 'longitude': -73.93829307763797}",12,4.5,11101,chinese
chinese,,,,,,,
JaKLZrh1Y_2qB_0Gc3bk3A,Ollie's Sichuan,411 W 42nd St,"{'latitude': 40.75884, 'longitude': -73.99319}",505,3.5,10036,chinese
chinese,,,,,,,
4WyXnioHqTIcaFFN_TS1Vw,Ling Long Xuan Restaurant,586 Newark Ave,"{'latitude': 40.73237, 'longitude': -74.0569}",161,4,7306,chinese
chinese,,,,,,,
A-ert0jDRBfku9ogyW_mEg,Spice Symphony,150 E 50th St,"{'latitude': 40.7558937072754, 'longitude': -73.9715347290039}",508,4.5,10022,chinese
chinese,,,,,,,
aZMVSzm1ypJOkRsLVaMUVA,New Chin Chin Wu Restaurant,1615 Church Ave,"{'latitude': 40.64904, 'longitude': -73.96446}",8,4.5,11226,chinese
chinese,,,,,,,
rBUTVjRs5CcEMe3dfVRZJQ,Ho Foods,110 E 7th St,"{'latitude': 40.72634, 'longitude': -73.98478}",303,4,10009,chinese
chinese,,,,,,,
RUnj4RTVOSbbHE5zyguhrg,No 1 Flower Drum House,21-05 31st St,"{'latitude': 40.777674, 'longitude': -73.908463}",93,3.5,11105,chinese
chinese,,,,,,,
joSU4pnYVMhAuZ6ccaqqdA,E Noodle,8619 5th Ave,"{'latitude': 40.6209179356014, 'longitude': -74.0264879105497}",219,4,11209,chinese
chinese,,,,,,,
Ex_qolTE5syJ8so0NscfGw,King Wah,21-04 Newtown Ave,"{'latitude': 40.7719699594225, 'longitude': -73.9257651953376}",44,3.5,11102,chinese
chinese,,,,,,,
oDuhB0Nkc3qieg26OjFsHA,Steam House,76 Forsyth St,"{'latitude': 40.71722, 'longitude': -73.993186}",3,5,10002,chinese
chinese,,,,,,,
yvdaxotCYEt9HNt7GbERJw,Number One Chinese Kitchen,661 Nostrand Ave,"{'latitude': 40.674536, 'longitude': -73.949873}",34,3,11216,chinese
chinese,,,,,,,
b03GEE_pYlLCdD6yShZKqw,New Chinatown Restaurant of New York,11 Avenue D,"{'latitude': 40.720527, 'longitude': -73.978652}",12,4,10009,chinese
chinese,,,,,,,
G9uSeXMXv6QB8ZEQeOhYVA,Good Friend 1,1376 Nostrand Ave,"{'latitude': 40.65314, 'longitude': -73.9499699}",22,3.5,11226,chinese
chinese,,,,,,,
#NAME?,Xi'an Famous Foods,54 Willoughby St,"{'latitude': 40.69212, 'longitude': -73.9867}",45,4,11201,chinese
chinese,,,,,,,
#NAME?,Ruby Kitchen,162 Park Pl,"{'latitude': 40.6775678694248, 'longitude': -73.9730239659548}",31,3.5,11217,chinese
chinese,,,,,,,
F2KRHRtnIAZJezs9UC2u6w,Chelsea Golden Wok,209 8th Ave,"{'latitude': 40.74401, 'longitude': -73.999824}",59,3,10011,chinese
chinese,,,,,,,
bzr6GEQyjpgbkhHAsYaljQ,Randy's Chinese Food,1693 Putnam Ave,"{'latitude': 40.700336, 'longitude': -73.906774}",56,3,11385,chinese
chinese,,,,,,,
Xf6e3HaP0AgMBxY7dEDkOA,99 Favor Taste,285 Grand St,"{'latitude': 40.7176199, 'longitude': -73.99249}",1877,4,10002,chinese
chinese,,,,,,,
y-c0jyeEoCotVLPrT8iI7A,Chen Yuan Chinese Food,714 Knickerbocker Ave,"{'latitude': 40.6942395539858, 'longitude': -73.9105729000734}",15,4,11221,chinese
chinese,,,,,,,
PUwrkoUztUYs4VdHlK9qBg,Wa Lung Kitchen,557 Grand St,"{'latitude': 40.713919, 'longitude': -73.980251}",67,3,10002,chinese
chinese,,,,,,,
wzmeaMTm5cZ1JCjep7iQeA,ZLS BBQ,219 E 23rd St,"{'latitude': 40.73852, 'longitude': -73.98201}",12,4.5,10010,chinese
chinese,,,,,,,
oowNI_aUmGEFa_VW8BFgRg,Tri Dim Shanghai,1378 3rd Ave,"{'latitude': 40.773951, 'longitude': -73.957927}",412,4,10075,chinese
chinese,,,,,,,
hNFe8WhCibrqT4sFcZmAgw,Kong Sihk Tong 港食堂,65 Bayard St,"{'latitude': 40.71542, 'longitude': -73.99813}",285,4,10013,chinese
chinese,,,,,,,
FMwu9h0KUl3mFDuE-WDbcw,Guan Fu Sichuan,39-16 Prince St,"{'latitude': 40.759112, 'longitude': -73.832271}",212,4,11354,chinese
chinese,,,,,,,
Ej-hrhc8HFWfijN4X5akOg,Dim Sum Palace,33 W 33rd St,"{'latitude': 40.7486, 'longitude': -73.98676}",106,4,10001,chinese
chinese,,,,,,,
pb_cHcy8D8UC-jQ-Q524ug,Som Bo,143 8th Ave,"{'latitude': 40.74192, 'longitude': -74.00136}",226,4,10011,chinese
chinese,,,,,,,
s5JNxy0eAFgxS2Poi73ODw,Mala Project,41 W 46th St,"{'latitude': 40.756899, 'longitude': -73.980586}",348,4,10036,chinese
chinese,,,,,,,
#NAME?,Dim Sum Palace,28 W 56th St,"{'latitude': 40.7628979550614, 'longitude': -73.9759572967887}",315,4,10019,chinese
chinese,,,,,,,
O8-3tePMQIB4Kv_-JCrM9g,PO Lee Chinese Restaurant,301 Malcolm X Blvd,"{'latitude': 40.681767, 'longitude': -73.928535}",7,4,11233,chinese
chinese,,,,,,,
FH978pIP1TLRuPAH-MbWIQ,Jing Fong Restaurant,20 Elizabeth St,"{'latitude': 40.7159552385198, 'longitude': -73.9971831076206}",2390,3.5,10013,chinese
chinese,,,,,,,
WRPJeH3goSpj5ke3Pkrnfw,Burp Bowl Cafe,134 E 27th St,"{'latitude': 40.74183, 'longitude': -73.98271}",225,4.5,10010,chinese
chinese,,,,,,,
vLPC4i4StmkyKLe2LrQX-A,New Cheung Lee Kitchen,108 Kingston Ave,"{'latitude': 40.676, 'longitude': -73.94172}",6,4,11213,chinese
chinese,,,,,,,
wxUTM-FkpCvnoTGJfSXkWg,China King,285 3rd Ave,"{'latitude': 40.738249, 'longitude': -73.983329}",41,3,10010,chinese
chinese,,,,,,,
7FeUdDizBscZueMDaKdjGQ,Ellie's Chinese Restaurant,1570 2nd Ave,"{'latitude': 40.77493, 'longitude': -73.95366}",3,3,10028,chinese
chinese,,,,,,,
ovOupYdkZOWUeDMOdt--ng,China North Dumpling,27 Essex St,"{'latitude': 40.7158, 'longitude': -73.9898}",312,4,10002,chinese
chinese,,,,,,,
85wkGMKbHV0RdTGIWpep5A,Zen Pot,242 W 56th St,"{'latitude': 40.765612, 'longitude': -73.982937}",7,4.5,10019,chinese
chinese,,,,,,,
bSi2f2TaOr4RVTI5eFt0wQ,Taste Of North China,75 Montgomery St,"{'latitude': 40.7167868, 'longitude': -74.0377625661521}",232,3,7302,chinese
chinese,,,,,,,
ybQV8joopvU1_gG2RwLRog,Wok City,153 Amsterdam Ave,"{'latitude': 40.7752417820046, 'longitude': -73.983876645396}",90,3,10023,chinese
chinese,,,,,,,
EV2grf7NhNHQTmBXfu1-NA,Dragon Gate Chinese Cuisine,1944 37th St,"{'latitude': 40.778622, 'longitude': -73.9026148701016}",26,4,11105,chinese
chinese,,,,,,,
NmJ2xtfZrscfWB_a5wEbXQ,Home's Kitchen Chinese Restaurant,22 E 21st St,"{'latitude': 40.73944, 'longitude': -73.98912}",183,3.5,10010,chinese
chinese,,,,,,,
STx4mlpKJVrjd6eZu4yDIw,Heng Thai,23-06 Jackson Ave,"{'latitude': 40.74491469312005, 'longitude': -73.94774386999885}",7,4.5,11101,chinese
chinese,,,,,,,
U74_3F7r3tMhd6dmTmDBxQ,Macao Trading,311 Church St,"{'latitude': 40.719623, 'longitude': -74.003904}",759,4,10013,chinese
chinese,,,,,,,
x3_DaW2lWCNovheuZV_nAw,Private Kitchen,3635 Main St,"{'latitude': 40.7623534688139, 'longitude': -73.8313450503319}",78,4,11354,chinese
chinese,,,,,,,
tS4aiWBYgzlqKX898jr3_w,Shun Wang Restaurant,81-25 Broadway,"{'latitude': 40.7431373596191, 'longitude': -73.8830413818359}",171,3.5,11373,chinese
chinese,,,,,,,
YzyHW3w0HUyaG8EvplNT1A,Liu's Shanghai,1869 Bath Ave,"{'latitude': 40.6026411895768, 'longitude': -74.0038766549142}",387,4.5,11214,chinese
chinese,,,,,,,
QDApjjZAPxFvvbll86NMTA,Hak Box,88 E Broadway,"{'latitude': 40.714, 'longitude': -73.99439}",69,4.5,10002,chinese
chinese,,,,,,,
U9bU_xY11bu88lYZwnMVfQ,Broadway China Station,3212 31st St,"{'latitude': 40.7616886, 'longitude': -73.9258757}",40,3.5,11106,chinese
chinese,,,,,,,
#NAME?,New No. 1,1011 Bedford Ave,"{'latitude': 40.68935, 'longitude': -73.95494}",28,3,11205,chinese
chinese,,,,,,,
6KQ-jlXjOgb_uVeZxgimqQ,Hua Long Chinese Restaurant,706 Fulton St,"{'latitude': 40.6857872009277, 'longitude': -73.9737319946289}",28,3.5,11217,chinese
chinese,,,,,,,
yNk043q6XT2HmiL_CcJqVQ,New Sunny Chinese Food,69 Utica Ave,"{'latitude': 40.6766935252582, 'longitude': -73.9302539892331}",12,3.5,11213,chinese
chinese,,,,,,,
uPqLa_H1tr3QTwJNPoVqYQ,Spring Garden,8706 5th Ave,"{'latitude': 40.62077, 'longitude': -74.02703}",29,4,11209,chinese
chinese,,,,,,,
kHlYnhMOoMBbe3VCZflpKQ,Spy C Cuisine,72-06 Austin,"{'latitude': 40.71903, 'longitude': -73.84249}",238,4,11375,chinese
chinese,,,,,,,
VQ5YGa4L4AT3ugF61hM9qQ,Zongzi lady,Chrystie St Grand St,"{'latitude': 40.7181661, 'longitude': -73.9938466}",40,4.5,10002,chinese
chinese,,,,,,,
xBTqo83cgF4TvCjKFjlwqQ,La Dinastia II,4059 Broadway,"{'latitude': 40.8431911, 'longitude': -73.9393521}",66,3,10032,chinese
chinese,,,,,,,
d6i6sGHtPmyUkHze5S1lIQ,Hunan House I,382 Summit Ave,"{'latitude': 40.72857, 'longitude': -74.06242}",46,4,7306,chinese
chinese,,,,,,,
VG0XPr9jSrgd8p5WPD1HaQ,Ollies To Go,307 E 77th St,"{'latitude': 40.771918, 'longitude': -73.955451}",60,3.5,10075,chinese
chinese,,,,,,,
Ece_DRuD1yQjRPJBAebRpw,Kung Fu Little Steamed Buns Ramen,146 E 55th St,"{'latitude': 40.7592514705491, 'longitude': -73.9694294705987}",324,3.5,10022,chinese
chinese,,,,,,,
MdDj13LgIs0WdbIdiyqB7Q,Pinch Chinese,177 Prince St,"{'latitude': 40.72645, 'longitude': -74.0018}",363,3.5,10012,chinese
chinese,,,,,,,
GJZnf3B-ADjlCV1NXsHvGQ,Tang's Garden,1328 3rd Ave,"{'latitude': 40.7722574, 'longitude': -73.9589547}",100,3,10021,chinese
chinese,,,,,,,
m4Q7Te--vJwBPi6j1_1mfg,XIN,8320 3rd Ave,"{'latitude': 40.62518, 'longitude': -74.03067}",95,3.5,11209,chinese
chinese,,,,,,,
7_Dwf153h3_waVtmfYd8QQ,Grand Sichuan NY II,98-108 Queens Blvd,"{'latitude': 40.7274381816387, 'longitude': -73.8557088375092}",231,4,11374,chinese
chinese,,,,,,,
cWPdP8_GqEWxZKRiOonfDg,Di Di Restaurant,2318 Nostrand Ave,"{'latitude': 40.62813, 'longitude': -73.94729}",38,4,11210,chinese
chinese,,,,,,,
IQ91FltwJmIPhS6fKKf2pw,China 1 Kitchen,609 Main St,"{'latitude': 40.7632023290684, 'longitude': -73.9490040654764}",56,3,10044,chinese
chinese,,,,,,,
-7PgxPVUGZh__U3CxRFKxg,Trinidad Golden Place Restaurant,788 Nostrand Ave,"{'latitude': 40.6718291030037, 'longitude': -73.950525317791}",138,4.5,11216,chinese
chinese,,,,,,,
Ckz_1t4nUoFf2Yw-uuK4jQ,Mr Chen,5905 Myrtle Ave,"{'latitude': 40.70068, 'longitude': -73.8999599}",69,3,11385,chinese
chinese,,,,,,,
hDrPCldN8HJoQfK2a6t_uA,403 Restaurant,403 Church Ave,"{'latitude': 40.644306, 'longitude': -73.976409}",22,4,11218,chinese
chinese,,,,,,,
