Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
FJ9TKLHeDoLXkk1uOwTMwg,KoFoo,67 W 23rd St,"{'latitude': 40.7428284, 'longitude': -73.9919281}",96,3.5,10010
DymuoD56_QaUQdRpZSiOEw,BCD Tofu House,220-05 Northern Blvd,"{'latitude': 40.7615549033893, 'longitude': -73.7616018307399}",704,4.0,11361
4WHSPuB3iFSOQrgSYmsLbA,BulgogiZip,562 Broad St,"{'latitude': 40.74219, 'longitude': -74.1687525925926}",37,4.5,07102
ajv_2ROIvyGJ69c9RxV5VQ,Sa Rit Gol,166 Main St,"{'latitude': 40.8505748160743, 'longitude': -73.9687949386285}",173,4.5,07024
mlm40NxsVJUPnh3LTayaaw,Kimika,40 Kenmare St,"{'latitude': 40.720572, 'longitude': -73.995206}",96,4.5,10012
rit0PONKpPW2LnyiPNPQgg,Jongro BBQ,155-14 Roosevelt Ave,"{'latitude': 40.7638533, 'longitude': -73.8097835}",342,3.5,11354
I1YgzYOopy_n1Y6sZ79HlA,Ono Korean Barbeque,349 Matawan Rd,"{'latitude': 40.43036517, 'longitude': -74.251398}",96,4.5,07747
bWhnp47BIgQsahhMW13utA,Bowllin',27 Waverly Pl,"{'latitude': 40.73063, 'longitude': -73.99515}",104,3.5,10003
Brs_MJhAXe60iMnlpeqkKA,Yakiniku West,218 E 9th St,"{'latitude': 40.72965099486931, 'longitude': -73.98853995116153}",695,4.0,10003
3gqKLANaXNsHZnPDjKrcTg,Win Son,159 Graham Ave,"{'latitude': 40.70747, 'longitude': -73.94339}",504,4.0,11206
WNF_VEyAkld2E1xGvSb2sw,GUPJI,149-11A 41st Ave,"{'latitude': 40.75945, 'longitude': -73.82558}",97,4.5,11355
MBpcYNiqrmr8qcFSeJK5mQ,Mad For Chicken,157-18 Northern Blvd,"{'latitude': 40.7635739, 'longitude': -73.8079404}",1836,4.0,11354
oNQHGtmn3jlf1FnDxgJUwQ,ChilSung Korean BBQ,221-28 Horace Harding Expy,"{'latitude': 40.7491255, 'longitude': -73.7559984}",162,4.0,11364
b-9Z3YdMJHhW2j6uMiwlUg,JK Wings & Fish,107-50 Queens Blvd,"{'latitude': 40.72122, 'longitude': -73.84457}",10,4.0,11375
KS0aRZlR9j4IwlsFo1_VkQ,Ahri's Kitchen,227 7th St,"{'latitude': 40.725925, 'longitude': -74.043793}",299,3.5,07302
-94aCtQPmD4bji7yrDziNw,Roll&Roll,513 Jersey Ave,"{'latitude': 40.72045675942856, 'longitude': -74.04669206441247}",3,5.0,07302
wx5XkAsviabyZdQma64Fyw,Gaonnuri,1250 Broadway,"{'latitude': 40.74757, 'longitude': -73.98802}",821,3.5,10001
PqMpgkMbpTITqXcZTsXWTA,Do Eat,516A 3rd Ave,"{'latitude': 40.746234, 'longitude': -73.978138}",1,5.0,10016
7okjOWpuKKZDNI1K7SwMmw,Crescent Pocha,38-40 Crescent St,"{'latitude': 40.75497, 'longitude': -73.93692}",6,5.0,11101
GDYnweX0WbrW9WmjA4d1dg,K Chicken,528 9th Ave,"{'latitude': 40.75665, 'longitude': -73.99372}",42,4.0,10018
bh_I5H4LYQNrJw5T9-lhVQ,Elza Fancy Food,8611 19th Ave,"{'latitude': 40.6056042015553, 'longitude': -74.0006862580776}",47,4.5,11214
SoZvIrx7TSRj-mV2izNwOQ,Gopchang Story  Fort Lee,214 Main St,"{'latitude': 40.851128, 'longitude': -73.971}",23,4.5,07024
WwV-ZFpCiSMz7g062tQoDw,We Rub You,141 Flushing Ave Bldg 77,"{'latitude': 40.697886, 'longitude': -73.9690617}",4,5.0,11205
WxYKoCNEMjSLW2CQab2cRg,Ondubu,73 Park Ave,"{'latitude': 40.827029, 'longitude': -74.104766}",10,4.5,07070
ErAwY8BKZA-ETUzQyBNpQQ,Boka,410 Amsterdam Ave,"{'latitude': 40.783665, 'longitude': -73.978315}",4,4.0,10024
6FZf17rNThWKoF4EU18wnw,Yakiniku Futago,37 W 17th St,"{'latitude': 40.738851870947, 'longitude': -73.9941236398979}",354,4.5,10011
v2dtG37r1ThqtfEfiFsAUg,Shanghai Mong,30 W 32nd St,"{'latitude': 40.7476119995117, 'longitude': -73.9871597290039}",552,3.0,10001
zEIt0xaPM9DIS-pc118O6A,Hometown Hotpot & BBQ,194 Grand St,"{'latitude': 40.71931, 'longitude': -73.99689}",1263,4.0,10013
H5QnLri9HsNsW6smb7digQ,Wangs,671 Union St,"{'latitude': 40.6772587448359, 'longitude': -73.9825364202261}",268,4.0,11215
lMtmOKihaiUBq8T2xHvfOg,O2 BBQ,45-53 Bell Blvd,"{'latitude': 40.7589126, 'longitude': -73.7683094}",392,4.0,11361
_nywvJGzmWJEH2FceAvRbQ,Purple Rice Korean Kitchen,263 W 30th St,"{'latitude': 40.74964, 'longitude': -73.99466}",198,4.0,10001
P289ym2atWI1Gb9xaEie9A,Pelicana Chicken,941 Manhattan Ave,"{'latitude': 40.731408, 'longitude': -73.954702}",69,4.0,11222
NfadEbrrs12TAxLVkCXgRQ,Korilla BBQ - Midtown East,672 Lexington Ave,"{'latitude': 40.7601182, 'longitude': -73.9699062}",78,3.5,10022
I91ZYFc-P4-sCmAVw5Q10w,Mapo BBQ,14924 41st Ave,"{'latitude': 40.7621255, 'longitude': -73.8151035}",386,3.5,11355
e9ULIINDTBIpHixZbNGQEg,Debasaki,33-67 Farrington St,"{'latitude': 40.7648439008281, 'longitude': -73.831729888916}",506,4.0,11354
MWq62A_i9i8i-VoEeSRqRw,BCD Tofu House,1640 Schlosser St,"{'latitude': 40.8501037543158, 'longitude': -73.9698851108551}",494,4.0,07024
SdESb_kSAV6b0WD813J4WQ,Red Poke,600 9th Ave,"{'latitude': 40.7588993, 'longitude': -73.991915}",553,4.5,10036
xymropCDcEvCYGKC0AKe-w,Fob Brooklyn,271 Smith St,"{'latitude': 40.6826583, 'longitude': -73.9930755}",239,4.0,11231
ONQRhDuWv0e9R5xOiI7YAA,Gyu-Kaku Japanese BBQ,321 W 44th St,"{'latitude': 40.75908, 'longitude': -73.98989}",1237,4.0,10036
eZ2eaBKoeqaY7C-_ZbKgPg,The Gochujang,11 W 32nd St,"{'latitude': 40.747675, 'longitude': -73.986274}",78,3.0,10001
X7Opl9IQDOJNK1tJplhdXw,Korean BBQ Grill,496 Main St,"{'latitude': 40.909017, 'longitude': -73.7813176}",115,4.5,10801
iXmDaPsgylG1kHPLli15MQ,Fat Buddha,212 Ave A,"{'latitude': 40.7298105, 'longitude': -73.9805949}",628,3.5,10009
8IHja8GNmW61cCWj1nIiuA,Jeju-Island,149-22 41st Ave,"{'latitude': 40.762157, 'longitude': -73.81495}",1,5.0,11355
NnpgTdR7KntfKi3oShbPng,Hwang bu ja,65 New Rd,"{'latitude': 40.8570395, 'longitude': -74.3487453}",168,4.0,07054
d9ugOIEUCXaj63J5hU4zhA,Chickenple,40 Ridge Rd,"{'latitude': 40.78288, 'longitude': -74.13726}",103,4.5,07031
xvwMpXn_pydebXYGmlLCug,Haki Restaurant,160-30 Northern Blvd,"{'latitude': 40.76217, 'longitude': -73.80466}",22,3.5,11358
6gD2rXvCO10sFxB4P4WixQ,Tong Sam Gyup Goo Yi,162-23 Depot Rd,"{'latitude': 40.76214, 'longitude': -73.80299}",209,4.0,11358
QNVt8mtNc768DM8lxkmYEw,Na Moo Dol,29-02 Union St,"{'latitude': 40.772124, 'longitude': -73.826938}",44,4.0,11354
5AD9nY8UrYlCVMb3Y6KeWg,Bonchon 38th St,207 W 38th St,"{'latitude': 40.7537928, 'longitude': -73.98913}",1038,3.5,10018
9PjLH0g_0R5YxBYf0nFJsQ,Dup Bap,691 Bloomfield Ave,"{'latitude': 40.84886167, 'longitude': -74.2912}",43,5.0,07006
ucO0J9f1m7bIs1nQclzSeQ,Pan-Tastic Q,4202 Northern Blvd,"{'latitude': 40.7522769, 'longitude': -73.9212728}",32,3.5,11101
s-b1Mn_Gzkftz2MCjZ3lwg,Turntable LP Bar & Karaoke,34-36 W 32nd St,"{'latitude': 40.74769, 'longitude': -73.98735}",220,4.0,10001
-Wz50lbe9VrRsWme-0Lc8A,Food Court Korea,947 Willis Ave,"{'latitude': 40.769473, 'longitude': -73.648577}",31,5.0,11507
zWNoVJES79pNYbQdZt6A_w,Sung Book Dong,248-25 Northern Blvd,"{'latitude': 40.76786, 'longitude': -73.73869}",45,4.0,11362
_X7gtd1PcXBsvvmR35Inhg,Kangtong BBQ,149-20 41st Ave,"{'latitude': 40.76203, 'longitude': -73.81498}",39,4.0,11355
8y8_xwiaBtCVYA4Jjx-5AQ,Pokébāb,209 Bedford Ave,"{'latitude': 40.71683, 'longitude': -73.95866}",169,4.5,11211
QPTxlH9KxraVczH-Ckntxg,Delicacy,12 E 44th St,"{'latitude': 40.754207, 'longitude': -73.979179}",72,3.5,10017
f5LgJ9TOZis-cQHAND97nA,Bi Won,6158 Springfield Blvd,"{'latitude': 40.74738, 'longitude': -73.75633}",230,4.0,11364
4X7Vi_iVbpI_w0oYW_ao3Q,Workers,25 Union Sq W 15th St,"{'latitude': 40.7363, 'longitude': -73.99108}",2,5.0,10003
hIpa9vS3U2JFcOWHZQeDwA,Doraon 1.5 Dak Galbi,158-03 Northern Blvd,"{'latitude': 40.7633106130738, 'longitude': -73.807011321187}",106,4.0,11358
N0cfNApqwrPEqXgcf3NWmg,Bonchon 32nd st,325 5th Ave,"{'latitude': 40.74753, 'longitude': -73.98498}",1191,3.5,10016
dYPY-6cpPIDWYkdWvM2N0A,Kun Sohn Korean Noodle House,35-04 154th St,"{'latitude': 40.7658289, 'longitude': -73.8108625}",95,4.5,11354
Ab-oC8Wm_R73gWQYOUW_xA,Unidentified Flying Chickens,71-22 Roosevelt Ave,"{'latitude': 40.746559, 'longitude': -73.8940372}",670,3.5,11372
mnj9O1tbCKiAN5zWMe5v8w,Picnic Garden,154-05 Northern Blvd,"{'latitude': 40.76489, 'longitude': -73.81062}",1310,3.5,11354
JhAdf98S2O0wGTzjoQK_pA,Sam Won Gahk,144-20 Northern Blvd,"{'latitude': 40.7645976153271, 'longitude': -73.8227350533587}",188,3.5,11354
479rycCXZojMT9S0cl8Oxg,Yakiniku Gen,250 E 52nd St,"{'latitude': 40.75611, 'longitude': -73.96815}",145,4.0,10022
JeCtYANe0eqW8xe1SN3lWg,Turntable Chicken Jazz,20 W 33rd St,"{'latitude': 40.74828, 'longitude': -73.98649}",2031,4.0,10001
G77Fo795EhpO48Lst9eo3A,Pelicana Chicken - Flushing,41-23 162nd St,"{'latitude': 40.76075, 'longitude': -73.803787}",862,4.0,11358
WlRZ4JEAVqtemQ5WQhFAFg,Maru 2,267 W 17th St,"{'latitude': 40.7416362670334, 'longitude': -74.0007360062909}",130,4.5,10011
_riKxC9lqWhUyEyU8K1ESA,Kobeque,11 W 32nd St,"{'latitude': 40.7475453147469, 'longitude': -73.986284328775}",96,3.5,10001
Ms3CAGddVbgetiQrpzqxPQ,Hometown Bar-B-Que,454 Van Brunt St,"{'latitude': 40.67486, 'longitude': -74.01602}",1412,4.0,11231
u0qfikB-ppp6UwoNKqxlRw,Flame,100 W 82nd St,"{'latitude': 40.78396, 'longitude': -73.97444}",418,4.0,10024
vcvQBFX9wejuqWf6ea9Clw,Peeps kitchen,55 Mcguinness Blvd S,"{'latitude': 40.72139, 'longitude': -73.94587}",2,5.0,11222
Xf6e3HaP0AgMBxY7dEDkOA,99 Favor Taste,285 Grand St,"{'latitude': 40.7176199, 'longitude': -73.99249}",1877,4.0,10002
dsPxJP41Y2yRJfOcfgV8_A,San Soo Kap San,38-13 Union St,"{'latitude': 40.76129, 'longitude': -73.82665}",211,3.5,11354
7S29PyZooUoPS4x0IUiLTw,Busan Gukbap,2444 Lemoine Ave,"{'latitude': 40.8639436, 'longitude': -73.9621156}",190,4.0,07024
s0Klxfd2XRZSrATjzEimBg,GAN-HOO BBQ,3702 Main St,"{'latitude': 40.76116, 'longitude': -73.831819}",18,4.5,11354
xbzUfm4PjqyKMg1eZTLo6A,Halal Mama,160 University Ave,"{'latitude': 40.7422335269512, 'longitude': -74.1735648249168}",8,3.5,07102
tLJt1dtV484bdT4PX-d_Hw,Hansol Nutrition Center,160-26 Northern Blvd,"{'latitude': 40.762701, 'longitude': -73.8053413}",166,4.5,11358
eS9mTLlWwu_Ap2ROMQWPxg,Chuko,565 Vanderbilt Ave,"{'latitude': 40.680784, 'longitude': -73.967455}",1068,4.0,11238
lVWLYiW_IRxiwCJP4qRdZQ,Kimchi Smoke Barbecue,301 Center Ave,"{'latitude': 40.9928234560116, 'longitude': -74.0321035819275}",442,4.0,07675
SiPVYO6i-jJKRVEfW1WdxQ,Arirang Restaurant,41-04 163rd St,"{'latitude': 40.7612266540527, 'longitude': -73.8030700683594}",160,4.0,11358
_16KSmVXf1lVoku1DgwnVw,Yetnal Tongdak,40-24 162nd St,"{'latitude': 40.7619732096376, 'longitude': -73.8040166737235}",54,4.5,11358
v6RjG3uaY7QkXdNLsHB5jA,Yogi Korean Grill,47TH And 3rd,"{'latitude': 40.75394, 'longitude': -73.97214}",7,4.5,10017
hB0DCqfyHKGI137Gfg-yxQ,Buttumak,150-05 Northern Blvd,"{'latitude': 40.7654446269748, 'longitude': -73.8148386622517}",28,4.5,11354
IoAUbSudW1Mds5_XY_01Rg,Mission - Brooklyn,599 Johnson Ave,"{'latitude': 40.70933, 'longitude': -73.92315}",73,3.5,11237
y_ylOQzCP-9D_4DcUIJ3jA,Shabu-Tatsu East Village,216 E 10th St,"{'latitude': 40.729147, 'longitude': -73.985906}",639,4.0,10003
47r2XzhXKcbPIb785mvK3g,Bada Story,799 Abott Blvd,"{'latitude': 40.831503, 'longitude': -73.9829498}",162,4.0,07024
mahiUKFsLx1X-fg6mSGypw,Hansol Food,41-6 162nd St,"{'latitude': 40.7619895935059, 'longitude': -73.8037567138672}",18,4.5,11358
aIRRmdFXpmNykCu_tevaDA,Chingunae Pocha,40-03 149th Pl,"{'latitude': 40.76334, 'longitude': -73.81499}",25,4.5,11354
S28n01e8VKJ-Llm7YbEi0g,Guh Song Chinese Restaurant,45-46 Bell Blvd,"{'latitude': 40.75899, 'longitude': -73.76903}",186,4.0,11361
uQsLVqTLP5cAw-Ozm0uKVw,Nalmada Pocha,41-04 162nd St,"{'latitude': 40.761244, 'longitude': -73.804054}",5,5.0,11358
klAhw3xLQi9GF1tf_HnS7w,Izakaya MEW,53 W 35th St,"{'latitude': 40.750148, 'longitude': -73.9863203465939}",2338,4.0,10001
bWRGDbQHe6alt54Acdg5ZQ,K Town Pocha,34 W 32nd St,"{'latitude': 40.7477685727933, 'longitude': -73.9872914067459}",336,3.5,10001
FLKABU82NNDnCvZSZD75Bg,Naruto Ramen,2634 Broadway,"{'latitude': 40.7968567, 'longitude': -73.9698717}",254,4.0,10025
LjBKkUSpMwrpo99hXgtHYw,Franchia Vegan Cafe,12 Park Ave,"{'latitude': 40.7474712051298, 'longitude': -73.9812423408763}",932,4.0,10016
UOYlGfGJgKvzvj16zrVuig,Azumma,265 Canal St,"{'latitude': 40.71897, 'longitude': -74.00102}",14,3.5,10013
EvAJBgBdgOt1jx1EufRN7w,Jin Ramen,462 Amsterdam Ave,"{'latitude': 40.7854, 'longitude': -73.97709}",930,4.0,10024
bokNBgAa9rmMMO8dkZVR1w,Rice & Miso,134 Nevins St,"{'latitude': 40.6845436245203, 'longitude': -73.9837776124477}",77,4.5,11217
KHxfOFf3FzYXJKI8SQx5MA,Taste 1080,1296 Palisade Ave,"{'latitude': 40.8399467468262, 'longitude': -73.9757995605469}",165,4.5,07024
BMLA6lf380knnH5c1SQw6A,Yeomiji,13 Spencer Pl,"{'latitude': 40.989967, 'longitude': -73.8075672}",145,4.0,10583
-n5zd4kpmJdqKzvar-5v8g,Gogi Grill - Hoboken,79 Hudson St,"{'latitude': 40.7362061117704, 'longitude': -74.0300041437149}",224,4.0,07030
4DFVS49uG1S8hNES1N7jwg,Jjang Cooks,136-71 Roosevelt Ave,"{'latitude': 40.7603375, 'longitude': -73.8275927}",48,4.0,11354
QwOXPf0qBy9OYi0KLbvMew,Ambrosia,8 W 45th St,"{'latitude': 40.755542755127, 'longitude': -73.9803848266602}",84,3.5,10036
7jT76wrp0yhuHKBqTHSW8Q,San Soo Kap San 2,17110 Northern Blvd,"{'latitude': 40.757788, 'longitude': -73.795378}",223,3.5,11358
bhhdCdRP7mm0OZtOOJeBMg,Bagelberry,3113 30th Ave,"{'latitude': 40.766842, 'longitude': -73.921318}",111,3.5,11102
IZA-i0ACrbfgiXMsV-tE0w,Rolly Kimbab,6123 Springfield Blvd,"{'latitude': 40.748536141486, 'longitude': -73.7562586133568}",317,3.5,11364
k3zGo29AJQA8PrDo5mEi7A,Myung Dong Noodle House,2013 Lemoine Ave,"{'latitude': 40.8518601, 'longitude': -73.9698527}",312,3.5,07024
isIFCDLE3VIDJcqhVy_klA,99 Favor Taste,732 61st St,"{'latitude': 40.6355691, 'longitude': -74.0115482}",780,4.0,11220
bB8dHfAEJrF5tNcHr0yJjA,Gyu-Kaku Japanese BBQ,34 Cooper Sq,"{'latitude': 40.72822, 'longitude': -73.99142}",1672,4.0,10003
ya8HC5_97zGt3wNPWNNENA,Food Gallery 32,11 W 32nd St,"{'latitude': 40.74761, 'longitude': -73.98631}",830,4.0,10001
yTng6X-YW3_hKMNzcdSHyw,Turntable Chicken Rock,290 5th Ave,"{'latitude': 40.74635, 'longitude': -73.98655}",55,4.0,10001
TGe5KcS2NuAL0z13Lnm_dw,Bossam House,464 Broad Ave,"{'latitude': 40.8519145099471, 'longitude': -73.9946667104959}",66,4.5,07650
oE0gOeRyjDU6Me0zNAsz_Q,BARO by Chefs Society,34 West 32nd St,"{'latitude': 40.74769, 'longitude': -73.98735}",162,3.5,10001
6wJOojpF2c4lLeBNbTBB0A,Baoburg,614 Manhattan Ave,"{'latitude': 40.7234929271998, 'longitude': -73.9503321851175}",238,4.0,11222
dtk1Cstz5MHr-B1AOM_nXA,Gyu-Kaku Japanese BBQ,805 3rd Ave,"{'latitude': 40.75537, 'longitude': -73.97054}",1190,4.0,10022
VnnuUGARPaTevTIIApWWVw,The Sweet Sap,189-11 Northern Blvd,"{'latitude': 40.7578205497777, 'longitude': -73.7917962842939}",336,4.5,11358
eqotrb4s8qxRzXJxxJxAxg,Dream Pocha,158-14 Northern Blvd,"{'latitude': 40.76289, 'longitude': -73.80677}",51,4.5,11358
NVq6ZTNnQucOBNn5m6ubow,Grace Cafe,572 8th Ave,"{'latitude': 40.7547799, 'longitude': -73.99135}",36,3.5,10018
E8358H_xh9dqfcdO34gnkg,BapEeRang,476 Bergen Blvd,"{'latitude': 40.847066163285, 'longitude': -73.9850712360145}",15,5.0,07650
BPZfuPvSxCfoppU4lPFm0Q,DOMODOMO - New York,140 W Houston St,"{'latitude': 40.72803, 'longitude': -74.00167}",1157,4.0,10012
aABogTJqBBjPCsZMZmTPTw,Ju Bang Jang,215-10D Northern Blvd,"{'latitude': 40.760302, 'longitude': -73.766952}",5,5.0,11361
EZ3ibVUEjtnMgO4RaV9QxA,Joong Koog Jip,203-16 Northern Blvd,"{'latitude': 40.7574424653095, 'longitude': -73.7795303007684}",158,3.5,11361
lAuKGmO8paT8PjqGl2BNgQ,Cheogod Zip Chicken Pizza,160-24A Northern Blvd,"{'latitude': 40.7652800491162, 'longitude': -73.8153999964141}",85,3.5,11358
7OMGEtFWT6sdd9TVuoGqJQ,Okonomi,150 Ainslie St,"{'latitude': 40.712622, 'longitude': -73.9487843}",457,4.5,11211
naKx74Q0wLANNxmVDtq_6Q,Dokdoya,161-29 Crocheron Ave,"{'latitude': 40.7626895, 'longitude': -73.804204}",95,4.0,11358
ZtjF2N3eYOjtnI3cES2fpw,Duke Eatery,300 Park Ave,"{'latitude': 40.7569688575924, 'longitude': -73.9750746534424}",58,4.0,10022
L_Y1uWFf1ZUdmeYDloh_zQ,Hongdae Pocha,14909 41st Ave,"{'latitude': 40.76241, 'longitude': -73.81551}",24,4.5,11355
MogAoo98PQXptI4GNApuHg,Yechun,18 Broad Ave,"{'latitude': 40.8423849634845, 'longitude': -74.0017792996024}",19,4.5,07650
LXhxAiLtNsFz1Edt8fFh3A,P.F. Chang's To Go,62 Fulton St,"{'latitude': 40.708625202204395, 'longitude': -74.00518559999999}",1,5.0,10038
h881bFbXCIZdI99-mPOoyA,Cup & Cup,15 E 31st St,"{'latitude': 40.746245, 'longitude': -73.984846}",337,4.0,10016
VMihgKKKIuVKb9mADN61nA,Seoul Galbi Korean BBQ,123 Paramus Rd,"{'latitude': 40.934069, 'longitude': -74.0913502}",225,4.0,07652
YxCLC_Jv5svNgfJdwu9rJg,Cafe De Novo,94 1/2 Greenwich St,"{'latitude': 40.7081208335465, 'longitude': -74.0138110214958}",93,3.0,10006
0QXk9toOB4m3c2jfCX-a7g,Pelicana Chicken,22-54 31st St,"{'latitude': 40.77534, 'longitude': -73.9123296}",95,3.5,11105
XtuJ1t5EI1QHxs7rZOPytA,Hanok,11 W 32nd St,"{'latitude': 40.747694, 'longitude': -73.986239}",68,3.0,10001
1k6-OUoEw3fuhYW-_jTtTw,Mom's Touch,254-22 Northern Blvd,"{'latitude': 40.77175, 'longitude': -73.7341}",103,4.5,11362
UG7kwyd6j0TZ-D9I5La3PQ,Je Ju Do,162-10 Crocheron Ave,"{'latitude': 40.76231, 'longitude': -73.803197}",74,3.0,11358
tXKdwUYOm4PpUuFh9Iwc6g,To Sok Chon,138 W Central Blvd,"{'latitude': 40.8511238098145, 'longitude': -74.0030822753906}",163,4.0,07650
Hfys0MGMZ2_02jiXgmGKDQ,Lim's Kitchen,42-14 Bell Blvd,"{'latitude': 40.76226, 'longitude': -73.77063}",79,4.0,11361
SCNveV6Qn89BjPk9TzELOQ,Mr. Jajang,221-34 Horace Harding Expy,"{'latitude': 40.7493596926545, 'longitude': -73.7552484985207}",10,4.0,11364
5WY6PW1i6cAgan7lHGBzpA,Koreander Restaurant,128 Watchung Ave,"{'latitude': 40.830669, 'longitude': -74.204707}",216,4.0,07043
jRO7O6Wc_MNvbVAxB30AYA,Bibillia,16 Chestnut St,"{'latitude': 40.9799527, 'longitude': -74.1195576}",36,5.0,07450
v7tsOvXI1YqZDgNgT0qv2Q,Yogi Korean BBQ Tacos,49th St & 3rd Ave,"{'latitude': 40.7551903277636, 'longitude': -73.9712201803923}",111,4.5,10017
YZPN7vdzoogMP4WFP4AKtA,Byung Chun Soondae,156-03 Northern Blvd,"{'latitude': 40.764351, 'longitude': -73.808847}",64,3.5,11354
0zmFmXrFFEWxj8RxpVMfzA,Madame Vo BBQ,104 2nd Ave,"{'latitude': 40.72741, 'longitude': -73.98816}",174,4.0,10003
Y0CKPgAaeMGLPOnAl3I8cQ,K-Pot Korean BBQ & Hot Pot,300 State Rte 18,"{'latitude': 40.4557481, 'longitude': -74.4003038}",423,4.0,08816
CfxCTjCo1Dk5z2lGglAmBA,Yoodon,216-19 Northern Blvd,"{'latitude': 40.76117, 'longitude': -73.76498}",22,5.0,11361
vec8jeVbbSGzVlStl0Xp_Q,Chikarashi,227 Canal St,"{'latitude': 40.71787, 'longitude': -73.99948}",492,4.0,10013
lxQ-tzFmL1tmUqZUN-CSRQ,Bozu,296 Grand St,"{'latitude': 40.7129, 'longitude': -73.95749}",833,4.0,11211
nrxSzq-VxLqD7aFkE4SH3Q,Cocoron,37 Kenmare St,"{'latitude': 40.7207236, 'longitude': -73.9953191}",656,4.0,10012
zv3zQ_Y7wweRteWjlfo4xQ,Mrs Coco,45-15 162nd St,"{'latitude': 40.75586, 'longitude': -73.80429}",76,4.0,11358
80h4Y4OwRBzSZqH1-0i35g,Cafe Lily,42 Avenue O,"{'latitude': 40.61002, 'longitude': -73.98356}",52,4.5,11204
AAPJkyU0Y7Aci0RZBdJONg,Shokunin BBQ,952 60th St,"{'latitude': 40.6332876204455, 'longitude': -74.0062164404754}",251,3.5,11219
eOa5VRK7NPx4FIJ5BXo9kQ,Keo Ku Restaurant,245 US Hwy 46,"{'latitude': 40.85791722160062, 'longitude': -74.3567771}",143,3.5,07054
03UmxLneuIOpMLA0Yh7Qyw,Rolly Kimbab,163-16 Northern Blvd,"{'latitude': 40.76087, 'longitude': -73.8025}",209,4.0,11358
OaMvvcvdwnbSGGRz3oWQaA,Kum Gang San,138-20 Northern Blvd,"{'latitude': 40.7639509305055, 'longitude': -73.8274914084069}",396,3.0,11354
avtl5_yfrg8xjw3ntwQBLw,Chung Dam Dong Restaurant,118 Broad Ave,"{'latitude': 40.844726, 'longitude': -73.9999327}",218,4.0,07650
HFOiW4RvijuoblE4DD3JwA,Dekalb Market Hall,445 Albee Square W,"{'latitude': 40.691025, 'longitude': -73.983311}",671,4.0,11201
dXVT9__FGoDXHokE8CqAIg,Choiga Naeng Myun,209-35 Northern Blvd,"{'latitude': 40.7594551120943, 'longitude': -73.7733291258944}",47,3.5,11361
Z9aKhli3CtrRcPqMz31gjg,Hansang Restaurant,520 Bergen Blvd,"{'latitude': 40.8480599, 'longitude': -73.98447}",65,4.0,07650
U7xbXE1kx7613vhCQVZ14Q,Juk Story,40-16 150th St,"{'latitude': 40.7632547456775, 'longitude': -73.8142740726471}",6,4.5,11354
O9WmKufAUqDM0j2HpgLVlw,Tamashii Ramen,2905 Broadway,"{'latitude': 40.7628026, 'longitude': -73.926578}",730,4.0,11106
NGDLKVh3x5Hch24XWb6M9w,Sushi Nonaka,410 Amsterdam Ave,"{'latitude': 40.783672, 'longitude': -73.978343}",70,5.0,10024
M3IbtfdbV0Tmx-OvMpZH-w,Pelicana Chicken,4313 Bell Blvd,"{'latitude': 40.7610288996132, 'longitude': -73.7695053219795}",141,3.5,11361
_NCh8Gxnrp33NOaDRCxRbQ,Dumok,8 Henry Ave,"{'latitude': 40.8461988, 'longitude': -73.9996687}",24,4.0,07650
0Z8meRXFc_dxP2rr1iZfCQ,Jeong Yook,329 Bergen Blvd,"{'latitude': 40.843529, 'longitude': -73.987495}",169,4.0,07650
OfhbwhWzIn6TYYpubLZNsQ,Tang Maru,500 10th St,"{'latitude': 40.8472084713549, 'longitude': -73.9845913276076}",203,4.0,07650
yDl71QMt30UWK2vXFazJ3Q,SGD Dubu So Gong Dong Tofu & BBQ,240 Rt 10 E,"{'latitude': 40.808551, 'longitude': -74.372238}",246,4.0,07936
Q4n9sIofNcwZ4y-3swaKKg,Bapcha Korean Cuisine Cart,W 49th St,"{'latitude': 40.75856, 'longitude': -73.97927}",64,3.5,10020
IzYnPH5K4M5-JybNevPncQ,Homung Nangmyun,570 Piermont Rd,"{'latitude': 40.968846, 'longitude': -73.953861}",68,4.0,07624
rFhI8Gedy7XQksVD-ixOHw,Oppa Bistro,162 West 4th St,"{'latitude': 40.731826, 'longitude': -74.0013903}",122,4.0,10014
RPKI-vh5UDriky0vtcL-3w,Mad for Chicken - Bayside,39-02 Bell Blvd,"{'latitude': 40.7650996, 'longitude': -73.771963}",70,4.0,11361
FlZ1zdVEKWv7dwqm8Uw8-w,Raku,342 E 6th St,"{'latitude': 40.7264988089246, 'longitude': -73.9866526052356}",1111,4.5,10003
k6mrFyNzpC5QaNfhwXl8AQ,Takorea BBQ,805 Frank E Rodgers Blvd S,"{'latitude': 40.739894, 'longitude': -74.155862}",329,4.0,07029
Yv2W9NMGgLiFHjatC-oHag,mochiron,34-18 30th Ave,"{'latitude': 40.7653, 'longitude': -73.91856}",96,4.0,11103
43O3jYdhr4-RX6tHlbLBfg,Chic-hen,1 Greene Ave,"{'latitude': 40.686029, 'longitude': -73.973228}",20,4.5,11238
U5bc4d4tY3TZGvs88sCvFA,Bada Story,464 Sylvan Ave,"{'latitude': 40.87768, 'longitude': -73.95234}",23,3.5,07632
